Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"ADAMS, Micky ",Full Back,34,3,0,4,0,0,11,0,0
,"ANDREWS, Ian ",Goalkeeper,1,0,0,0,0,0,0,0,0
,"BANGER, Nicky ",Forward,4,0,0,0,0,0,2,0,0
,"BENALI, Francis ",Full Back,22,0,0,6,0,0,3,0,0
,"BOUND, Matt ",Central Defender,1,0,0,0,0,0,0,0,0
,"COCKERILL, Glenn ",Midfielder,37,4,0,6,0,0,9,2,0
,"DODD, Jason ",Full Back,28,0,0,4,0,0,9,0,0
,"DOWIE, Iain ",Forward,30,9,0,4,0,0,8,0,0
,"FLOWERS, Tim ",Goalkeeper,41,0,0,7,0,0,12,0,0
,"GILKES, Michael ",Winger,6,0,0,0,0,0,0,0,0
,"GITTENS, Jon ",Central Defender,11,0,0,0,0,0,5,0,0
,"GRAY, Stuart ",Full Back,12,0,0,4,1,0,6,0,0
,"HALL, Richard ",Central Defender,26,3,0,5,2,0,8,0,0
,"HOEKMAN, Danny ",Midfielder,0,0,0,0,0,0,0,0,0
,"HORNE, Barry ",Midfielder,34,1,0,7,2,0,11,1,0
,"HURLOCK, Terry ",Midfielder,29,0,0,5,0,0,10,1,0
,"KENNA, Jeff ",Full Back,14,0,0,4,0,0,3,0,0
,"LE TISSIER, Matthew ",Forward,32,6,2,7,1,0,12,8,2
,"LEE, David ",Winger,19,0,0,1,0,0,2,0,0
,"MADDISON, Neil ",Midfielder,6,0,0,1,0,0,0,0,0
,"MCLOUGHLIN, Alan ",Midfielder,2,0,0,0,0,0,1,0,0
,"MOODY, Paul ",Forward,4,0,0,1,0,0,0,0,0
,"MOORE, Kevin ",Central Defender,16,0,0,2,0,0,3,1,0
,"OSMAN, Russell ",Central Defender,5,0,0,0,0,0,0,0,0
,"PHILLIPS, Kevin ",Forward,0,0,0,0,0,0,0,0,0
,"POWELL, Lee ",Winger,4,0,0,0,0,0,0,0,0
,"RIDEOUT, Paul ",Forward,4,0,0,0,0,0,0,0,0
,"RUDDOCK, Neil ",Central Defender,30,0,0,6,1,0,9,0,0
,"SHEARER, Alan ",Forward,41,13,1,7,2,0,12,6,0
,"TISDALE, Paul ",Midfielder,0,0,0,0,0,0,0,0,0
,"WALSH, Alan ",Forward,0,0,0,0,0,0,0,0,0
,"WIDDRINGTON, Tommy ",Midfielder,3,0,0,0,0,0,0,0,0
,"WOOD, Steve ",Central Defender,15,0,0,1,1,0,4,0,0
