Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"ADAMS, Neil ",Winger,26,4,0,2,1,0,1,0,0
,"BARLOW, Andy ",Full Back,28,2,0,0,0,0,4,0,0
,"BARRETT, Earl ",Full Back,29,2,0,2,0,0,5,0,0
,"BERNARD, Paul ",Midfielder,21,5,0,2,0,0,3,0,0
,"CURRIE, David ",Forward,4,1,0,0,0,0,0,0,0
,"FLEMING, Craig ",Central Defender,32,1,0,2,0,0,4,0,0
,"HALLE, Gunnar ",Full Back,10,0,0,0,0,0,1,0,0
,"HALLWORTH, Jon ",Goalkeeper,41,0,0,2,0,0,4,0,0
,"HENRY, Nick ",Midfielder,42,6,0,2,0,0,4,1,0
,"HOLDEN, Rick ",Winger,42,5,0,2,0,0,5,2,0
,"JOBSON, Richard ",Central Defender,36,2,0,2,0,0,4,1,0
,"KANE, Paul ",Midfielder,4,0,0,0,0,0,3,0,0
,"KEELEY, John ",Goalkeeper,1,0,0,0,0,0,1,0,0
,"KILCLINE, Brian ",Central Defender,8,0,0,0,0,0,2,0,0
,"MAKIN, Chris ",Full Back,0,0,0,0,0,0,0,0,0
,"MARSHALL, Ian ",Forward,41,10,1,2,0,0,4,0,0
,"MCDONALD, Neil ",Full Back,17,1,0,0,0,0,2,0,0
,"MILLER, Robert ",Full Back,0,0,0,0,0,0,0,0,0
,"MILLIGAN, Mike ",Midfielder,36,3,0,0,0,0,5,2,0
,"MOULDEN, Paul ",Forward,2,1,0,0,0,0,0,0,0
,"PALMER, Roger ",Forward,21,3,0,2,1,0,2,1,0
,"RITCHIE, Andy ",Forward,14,3,0,0,0,0,2,4,0
,"SHARP, Graeme ",Forward,42,12,1,2,1,0,5,2,0
,"SNODIN, Glynn ",Midfielder,8,1,0,0,0,0,1,0,0
