Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"BANKS, Gordon ",Goalkeeper,39,0,0,10,0,0,6,0,0
,"BERNARD, Mike ",Midfielder,40,2,0,10,1,0,5,0,0
,"BLOOR, Alan ",Central Defender,36,1,0,8,0,0,8,1,0
,"BURROWS, Harry ",Winger,34,5,1,8,1,0,3,1,0
,"CONROY, Terry ",Forward,34,11,1,9,2,0,4,1,0
,"DOBING, Peter ",Midfielder,11,2,0,0,0,0,4,0,0
,"EASTHAM, George ",Midfielder,19,0,0,6,0,0,3,0,0
,"ELDER, Alex ",Full Back,5,0,0,3,0,0,1,0,0
,"FARMER, John ",Goalkeeper,3,0,0,0,0,0,3,0,0
,"GREENHOFF, Jimmy ",Forward,33,7,0,8,3,0,7,1,0
,"HASLEGRAVE, Sean ",Midfielder,15,0,0,7,0,0,4,0,0
,"JUMP, Stewart ",Central Defender,12,1,0,0,0,0,2,1,0
,"LEES, Terry ",Full Back,7,0,0,2,0,0,0,0,0
,"MAHONEY, John ",Midfielder,18,0,0,4,0,0,4,0,0
,"MARSH, Jackie ",Full Back,36,0,0,8,0,0,7,0,0
,"PEJIC, Mike ",Full Back,42,0,0,10,0,0,8,0,0
,"RITCHIE, John ",Forward,27,13,0,5,6,0,8,3,0
,"SKEELS, Eric ",Central Defender,29,0,0,10,0,0,7,0,0
,"SMITH, Denis ",Central Defender,36,0,0,8,2,0,8,1,0
,"SMITH, Terry ",Forward,3,1,0,0,0,0,0,0,0
,"STEVENSON, Willie ",Midfielder,5,0,0,0,0,0,1,0,0
