Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"BATES, Mick ",Midfielder,4,0,0,0,0,0,0,0,0
,"BREMNER, Billy ",Midfielder,34,5,0,2,0,0,2,0,0
,"CHERRY, Trevor ",Central Defender,40,6,0,2,0,0,2,0,0
,"CLARKE, Allan ",Forward,36,11,0,2,1,0,1,1,0
,"FELIX, Garry ",Midfielder,0,0,0,0,0,0,0,0,0
,"GRAY, Eddie ",Winger,29,1,0,1,0,0,2,0,0
,"GRAY, Frank ",Full Back,42,2,1,2,0,0,2,0,0
,"HAMPTON, Peter ",Full Back,1,1,0,0,0,0,0,0,0
,"HARRIS, Carl ",Winger,14,3,0,0,0,0,1,0,0
,"HARVEY, David ",Goalkeeper,40,0,0,2,0,0,2,0,0
,"HUNTER, Norman ",Central Defender,31,1,0,2,0,0,2,0,0
,"JORDAN, Joe ",Forward,17,2,0,0,0,0,0,0,0
,"LORIMER, Peter ",Forward,29,10,3,2,0,0,2,1,1
,"MADELEY, Paul ",Central Defender,39,1,0,2,0,0,2,0,0
,"MCKENZIE, Duncan ",Forward,39,16,0,2,0,0,2,1,0
,"MCNIVEN, David ",Forward,2,1,0,0,0,0,1,0,0
,"MCQUEEN, Gordon ",Central Defender,10,1,0,0,0,0,0,0,0
,"PARKINSON, Keith ",Central Defender,4,0,0,0,0,0,0,0,0
,"REANEY, Paul ",Full Back,32,0,0,2,0,0,1,0,0
,"STEVENSON, Byron ",Midfielder,1,0,0,0,0,0,0,0,0
,"STEWART, David ",Goalkeeper,2,0,0,0,0,0,0,0,0
,"YORATH, Terry ",Midfielder,35,2,0,2,0,0,1,0,0
