Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"ALLEN, Bradley ",Forward,1,0,0,1,0,0,1,0,0
,"ALLEN, Martin ",Midfielder,28,4,0,1,0,0,5,1,0
,"ARDILES, Ossie ",Midfielder,8,0,0,1,0,0,3,0,0
,"BARKER, Simon ",Midfielder,25,1,0,3,0,0,8,0,0
,"BENNETT, Ian ",Goalkeeper,0,0,0,0,0,0,0,0,0
,"BROCK, Kevin ",Midfielder,14,0,0,0,0,0,5,0,0
,"CHANNING, Justin ",Full Back,9,1,0,1,0,0,3,0,0
,"CLARKE, Colin ",Forward,12,5,0,0,0,0,0,0,0
,"CONEY, Dean ",Forward,16,0,0,3,0,0,7,2,0
,"DENNIS, Mark ",Full Back,17,0,0,1,0,0,5,0,0
,"FALCO, Mark ",Forward,27,12,2,1,0,0,6,3,0
,"FEREDAY, Wayne ",Winger,31,0,0,2,0,0,8,1,0
,"FLEMING, Mark ",Full Back,1,0,0,1,0,0,1,0,0
,"FRANCIS, Trevor ",Forward,19,7,1,1,0,0,6,3,0
,"GRAY, Andy ",Midfielder,11,2,0,0,0,0,0,0,0
,"HERRERA, Robbie ",Full Back,2,0,0,0,0,0,3,0,0
,"HUNT, Richard ",Central Defender,0,0,0,0,0,0,0,0,0
,"JOHNS, Nicky ",Goalkeeper,3,0,0,0,0,0,2,0,0
,"KERSLAKE, David ",Full Back,21,0,0,2,0,0,8,1,0
,"LAW, Brian ",Central Defender,6,0,0,3,0,0,1,0,0
,"MADDIX, Danny ",Central Defender,33,2,0,3,0,0,10,1,0
,"MAGUIRE, Gavin ",Central Defender,8,0,0,0,0,0,3,0,0
,"MCCARTHY, Alan ",Central Defender,0,0,0,0,0,0,1,0,0
,"MCDONALD, Alan ",Central Defender,30,0,0,3,1,0,7,0,0
,"PARKER, Paul ",Full Back,36,0,0,3,0,0,9,0,0
,"PIZANTI, David ",Full Back,15,0,0,3,0,0,6,0,0
,"REID, Peter ",Midfielder,14,1,0,0,0,0,0,0,0
,"SEAMAN, David ",Goalkeeper,35,0,0,3,0,0,8,0,0
,"SINTON, Andy ",Winger,10,3,0,0,0,0,0,0,0
,"SPACKMAN, Nigel ",Midfielder,16,1,0,0,0,0,2,0,0
,"STEIN, Mark ",Forward,31,4,0,3,1,0,8,2,0
