Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"ALLEN, Martin ",Midfielder,32,5,0,3,0,0,3,0,0
,"BANNISTER, Gary ",Forward,34,15,1,4,0,0,3,1,0
,"BARRON, Paul ",Goalkeeper,1,0,0,0,0,0,0,0,0
,"BRAZIL, Alan ",Forward,4,0,0,0,0,0,2,1,0
,"BYRNE, John ",Forward,40,11,0,4,2,0,2,1,0
,"CHANNING, Justin ",Full Back,2,0,0,0,0,0,0,0,0
,"CHIVERS, Gary ",Full Back,23,0,0,1,0,0,3,0,0
,"DAWES, Ian ",Full Back,23,0,0,0,0,0,3,0,0
,"FENWICK, Terry ",Central Defender,21,1,1,4,4,2,1,0,0
,"FERDINAND, Les ",Forward,2,0,0,0,0,0,0,0,0
,"FEREDAY, Wayne ",Winger,37,2,0,4,0,0,3,0,0
,"FILLERY, Mike ",Midfielder,18,2,0,3,0,0,0,0,0
,"FOWLER, Tony ",Goalkeeper,0,0,0,0,0,0,0,0,0
,"JAMES, Robbie ",Midfielder,39,2,0,4,1,0,3,0,0
,"KERSLAKE, David ",Full Back,3,0,0,0,0,0,0,0,0
,"LEE, Sammy ",Midfielder,30,0,0,3,1,0,2,0,0
,"LORAM, Mark ",Forward,0,0,0,0,0,0,0,0,0
,"MAGUIRE, Gavin ",Central Defender,14,0,0,2,0,0,0,0,0
,"MCDONALD, Alan ",Central Defender,39,4,0,3,0,0,2,0,0
,"MUNDEE, Denny ",Midfielder,0,0,0,0,0,0,0,0,0
,"NEILL, Warren ",Full Back,29,0,0,3,0,0,0,0,0
,"PEACOCK, Gavin ",Midfielder,12,1,0,1,0,0,0,0,0
,"ROBINSON, Michael ",Forward,11,0,0,0,0,0,2,0,0
,"ROSENIOR, Leroy ",Forward,20,4,0,3,0,0,2,0,0
,"SEAMAN, David ",Goalkeeper,41,0,0,4,0,0,3,0,0
,"WADDOCK, Gary ",Midfielder,4,0,0,0,0,0,1,0,0
,"WALKER, Clive ",Winger,15,0,0,4,0,0,3,1,0
