Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"ADAMS, Tony ",Central Defender,38,5,0,3,0,0,5,0,0
,"AMPADU, Kwame ",Midfielder,2,0,0,0,0,0,0,0,0
,"BOULD, Steve ",Central Defender,19,0,0,3,0,0,0,0,0
,"CAESAR, Gus ",Central Defender,3,0,0,0,0,0,2,0,0
,"CAGIGAO, Francisco ",Forward,0,0,0,0,0,0,0,0,0
,"CAMPBELL, Kevin ",Forward,15,2,0,0,0,0,0,0,0
,"CARSTAIRS, Jim ",Full Back,0,0,0,0,0,0,0,0,0
,"DAVIS, Paul ",Midfielder,11,1,0,2,0,0,0,0,0
,"DIXON, Lee ",Full Back,38,5,3,3,0,0,5,0,0
,"GOODEN, Ty ",Winger,0,0,0,0,0,0,0,0,0
,"GROVES, Perry ",Winger,30,4,0,3,0,0,3,1,0
,"HANNIGAN, Al ",     	Central Defender,0,0,0,0,0,0,0,0,0
,"HARTFIELD, Charlie ",Midfielder,0,0,0,0,0,0,0,0,0
,"HAYES, Martin ",Winger,12,3,0,0,0,0,2,0,0
,"HEANEY, Neil ",Winger,0,0,0,0,0,0,0,0,0
,"HOYLE, Colin ",Central Defender,0,0,0,0,0,0,0,0,0
,"JONSSON, Siggi ",Midfielder,6,1,0,1,0,0,1,0,0
,"LUKIC, John ",Goalkeeper,38,0,0,3,0,0,5,0,0
,"MARWOOD, Brian ",Winger,17,6,1,0,0,0,2,0,0
,"MERSON, Paul ",Forward,29,7,0,3,0,0,4,0,0
,"MOCKLER, Andy ",Midfielder,0,0,0,0,0,0,0,0,0
,"O'LEARY, David ",Central Defender,34,1,0,3,0,0,5,0,0
,"PATES, Colin ",Central Defender,2,0,0,0,0,0,0,0,0
,"QUINN, Niall ",Forward,6,2,0,1,1,0,3,1,0
,"RICHARDSON, Kevin ",Midfielder,33,0,0,3,0,0,5,0,0
,"ROCASTLE, David ",Midfielder,33,2,0,3,0,0,5,0,0
,"SMITH, Alan ",Forward,38,10,0,2,0,0,5,3,0
,"THOMAS, Michael ",Midfielder,36,5,0,3,0,0,5,3,0
,"WINTERBURN, Nigel ",Full Back,36,0,0,2,0,0,5,0,0
