Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"ATKINSON, Dalian ",Forward,38,10,0,2,1,0,5,4,0
,"BARRICK, Dean ",Full Back,3,0,0,0,0,0,0,0,0
,"BENNETT, Dave ",Winger,18,0,0,0,0,0,3,1,0
,"BURTON, Micky ",Midfielder,0,0,0,0,0,0,0,0,0
,"CARR, Franz ",Winger,12,0,0,2,0,0,0,0,0
,"FEE, Greg ",Central Defender,2,0,0,0,0,0,0,0,0
,"FRANCIS, Trevor ",Forward,12,0,0,0,0,0,0,0,0
,"GERMAN, David ",Full Back,0,0,0,0,0,0,0,0,0
,"GOODACRE, Sam ",Forward,0,0,0,0,0,0,0,0,0
,"HARPER, Alan ",Full Back,11,0,0,0,0,0,2,0,0
,"HIRST, David ",Forward,38,14,1,2,1,0,5,1,1
,"JOHNSON, David ",Forward,0,0,0,0,0,0,0,0,0
,"KING, Phil ",Full Back,25,0,0,2,0,0,2,0,0
,"MADDEN, Lawrie ",Central Defender,25,0,0,0,0,0,4,0,0
,"MCCALL, Steve ",Midfielder,3,0,0,0,0,0,0,0,0
,"NEWSOME, Jon ",Central Defender,6,0,0,0,0,0,3,0,0
,"NILSSON, Roland ",Full Back,20,0,0,2,0,0,1,0,0
,"PALMER, Carlton ",Midfielder,34,0,0,2,0,0,5,1,0
,"PEARSON, Nigel ",Central Defender,33,1,0,2,0,0,3,0,0
,"PRESSMAN, Kevin ",Goalkeeper,15,0,0,0,0,0,4,0,0
,"SHAKESPEARE, Craig ",Midfielder,17,0,0,0,0,0,4,1,0
,"SHAW, Gary ",Forward,0,0,0,0,0,0,0,0,0
,"SHERIDAN, John ",Midfielder,27,2,0,2,0,0,2,1,0
,"SHIRTLIFF, Peter ",Central Defender,33,2,0,2,1,0,5,0,0
,"TAYLOR, Mark ",Midfielder,9,0,0,0,0,0,2,0,0
,"TURNER, Chris ",Goalkeeper,23,0,0,2,0,0,1,0,0
,"VARADI, Imre ",Forward,2,0,0,0,0,0,1,0,0
,"WETHERALL, David ",Central Defender,0,0,0,0,0,0,0,0,0
,"WHITTON, Steve ",Midfielder,19,1,0,1,0,0,4,4,0
,"WOOD, Darren ",Full Back,3,0,0,0,0,0,0,0,0
,"WORTHINGTON, Nigel ",Full Back,32,2,0,2,0,0,5,0,0
