Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"ANDERSON, Terry ",Winger,34,4,0,3,0,0,12,1,0
,"BLACK, Alan ",Full Back,22,1,0,2,0,0,10,0,0
,"BLAIR, Jim ",Forward,5,0,0,0,0,0,4,0,0
,"BONE, Jim ",Forward,26,5,0,3,0,0,9,6,0
,"BRIGGS, Max ",Midfielder,34,0,0,2,0,0,15,0,0
,"BUTLER, Geoff ",Full Back,35,0,0,3,0,0,12,0,0
,"CAWSTON, Mervyn ",Goalkeeper,0,0,0,0,0,0,1,0,0
,"CHEESLEY, Paul ",Forward,9,0,0,1,0,0,7,0,0
,"CROSS, David ",Forward,37,11,0,3,2,0,13,4,0
,"FOGGO, Ken ",Winger,2,0,0,0,0,0,0,0,0
,"FORBES, Duncan ",Central Defender,32,0,0,3,0,0,12,1,0
,"GOODWIN, Steve ",Midfielder,0,0,0,0,0,0,2,0,0
,"GOVIER, Steve ",Central Defender,12,0,0,0,0,0,5,1,0
,"HOCKEY, Trevor ",Winger,13,0,0,0,0,0,0,0,0
,"HOWARD, Trevor ",Midfielder,14,1,0,3,0,0,7,1,0
,"HUBBARD, Phil ",Midfielder,2,0,0,0,0,0,0,0,0
,"KEELAN, Kevin ",Goalkeeper,42,0,0,3,0,0,14,0,0
,"LIVERMORE, Doug ",Midfielder,37,0,0,1,0,0,11,0,0
,"MELLOR, Ian ",Winger,11,1,0,0,0,0,4,3,0
,"O'DONNELL, Neil ",Midfielder,9,0,0,0,0,0,2,0,0
,"PADDON, Graham ",Midfielder,38,7,1,3,0,0,13,5,0
,"PAYNE, Clive ",Full Back,27,0,0,1,0,0,8,1,0
,"ROLLINGS, Andy ",Central Defender,0,0,0,0,0,0,1,0,0
,"SELF, Glenn ",Forward,1,0,0,0,0,0,0,0,0
,"STRINGER, Dave ",Central Defender,38,4,0,3,0,0,12,1,0
,"SUGGETT, Colin ",Midfielder,11,1,0,0,0,0,0,0,0
