Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"BALL, Alan ",Midfielder,34,20,3,4,0,0,2,0,0
,"BARNETT, Geoff ",Goalkeeper,1,0,0,0,0,0,0,0,0
,"BENNETT, Harry ",Central Defender,3,0,0,0,0,0,0,0,0
,"BRINDLE, Billy ",Midfielder,1,0,0,0,0,0,0,0,0
,"BROWN, Sandy ",Full Back,25,1,0,2,0,0,2,1,0
,"D'ARCY, Frank ",Full Back,4,0,0,0,0,0,0,0,0
,"DARRACOTT, Terry ",Full Back,1,0,0,0,0,0,0,0,0
,"HARVEY, Colin ",Midfielder,34,0,0,4,0,0,2,0,0
,"HUMPHREYS, Gerry ",Winger,4,0,0,0,0,0,0,0,0
,"HUNT, Ernie ",Forward,14,3,0,1,0,0,1,0,0
,"HURST, John ",Central Defender,40,5,0,5,0,0,2,1,0
,"HUSBAND, Jimmy ",Winger,20,5,0,6,3,0,0,0,0
,"JACKSON, Tommy ",Midfielder,2,0,0,1,0,0,0,0,0
,"KENDALL, Howard ",Midfielder,38,6,0,6,1,0,2,2,0
,"KENYON, Roger ",Central Defender,16,0,0,2,0,0,0,0,0
,"LABONE, Brian ",Central Defender,40,0,0,6,0,0,2,0,0
,"MAHER, Aiden ",Winger,1,0,0,0,0,0,0,0,0
,"MORRISSEY, Johnny ",Winger,26,3,0,5,2,1,1,0,0
,"OWEN, Terry ",Forward,2,0,0,0,0,0,0,0,0
,"ROYLE, Joe ",Forward,34,16,0,6,3,0,1,1,0
,"TEMPLE, Derek ",Winger,5,0,0,0,0,0,1,0,0
,"TREBILCOCK, Mike ",Forward,2,1,0,0,0,0,0,0,0
,"TURNER, Dave ",Full Back,1,0,0,0,0,0,0,0,0
,"WEST, Gordon ",Goalkeeper,41,0,0,6,0,0,2,0,0
,"WHITTLE, Alan ",Forward,6,0,0,0,0,0,0,0,0
,"WILSON, Ray ",Full Back,28,0,0,6,0,0,0,0,0
,"WRIGHT, Tommy ",Full Back,38,0,0,6,0,0,2,0,0
,"YOUNG, Alex ",Forward,25,5,0,4,0,0,2,2,0
