Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"ARKWRIGHT, Ian ",Winger,4,0,0,0,0,0,0,0,0
,"BELL, Norman ",Forward,21,3,0,4,2,0,1,0,0
,"BERRY, George ",Central Defender,30,3,0,7,0,0,1,0,0
,"BLACK, John ",Winger,2,0,0,0,0,0,0,0,0
,"BRADSHAW, Paul ",Goalkeeper,39,0,0,7,0,0,1,0,0
,"BRAZIER, Colin ",Central Defender,7,0,0,2,0,0,0,0,0
,"CARR, Willie ",Midfielder,36,3,0,7,1,0,1,0,0
,"CLARKE, Wayne ",Forward,8,1,0,1,0,0,0,0,0
,"DALEY, Steve ",Midfielder,40,7,0,7,1,0,1,0,0
,"DANIEL, Peter ",Midfielder,40,5,4,7,1,1,1,0,0
,"EVES, Mel ",Forward,19,2,0,2,0,0,1,0,0
,"HAZELL, Bob ",Central Defender,13,0,0,0,0,0,0,0,0
,"HIBBITT, Ken ",Midfielder,37,6,0,7,1,0,1,0,0
,"MCALLE, John ",Central Defender,37,0,0,7,0,0,1,0,0
,"MOSS, Craig ",Winger,1,0,0,0,0,0,0,0,0
,"PALMER, Geoff ",Full Back,41,0,0,7,0,0,1,0,0
,"PARKIN, Derek ",Full Back,42,0,0,7,0,0,1,0,0
,"PATCHING, Martin ",Midfielder,16,1,0,3,1,0,0,0,0
,"PEARCE, Chris ",Goalkeeper,0,0,0,0,0,0,0,0,0
,"PIERCE, Gary ",Goalkeeper,3,0,0,0,0,0,0,0,0
,"RAFFERTY, Billy ",Forward,27,2,0,3,2,0,1,0,0
,"RICHARDS, John ",Forward,19,9,0,4,0,0,0,0,0
