Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"ADAMS, Tony ",Central Defender,30,1,0,3,1,0,4,2,0
,"BOULD, Steve ",Central Defender,38,0,0,8,0,0,4,0,0
,"CAMPBELL, Kevin ",Forward,22,9,0,6,1,0,4,0,0
,"COLE, Andy ",Forward,1,0,0,0,0,0,0,0,0
,"DAVIS, Paul ",Midfielder,37,3,0,7,0,0,4,0,0
,"DIXON, Lee ",Full Back,38,5,5,8,1,0,4,0,0
,"GROVES, Perry ",Winger,32,3,0,4,0,0,4,3,0
,"HILLIER, David ",Midfielder,16,0,0,4,0,0,2,0,0
,"JONSSON, Siggi ",Midfielder,2,0,0,0,0,0,0,0,0
,"JOSEPH, Matt ",Full Back,0,0,0,0,0,0,0,0,0
,"LEIGHTON, Jim ",Goalkeeper,0,0,0,0,0,0,0,0,0
,"LIMPAR, Anders ",Winger,34,11,0,5,2,0,2,0,0
,"LINIGHAN, Andy ",Central Defender,10,0,0,4,0,0,0,0,0
,"MCKERNON, Craig ",Full Back,0,0,0,0,0,0,0,0,0
,"MERSON, Paul ",Forward,37,13,0,8,1,0,4,2,0
,"O'LEARY, David ",Central Defender,21,1,0,6,0,0,1,0,0
,"PATES, Colin ",Central Defender,1,0,0,0,0,0,0,0,0
,"ROCASTLE, David ",Midfielder,16,2,0,1,0,0,2,0,0
,"SEAMAN, David ",Goalkeeper,38,0,0,8,0,0,4,0,0
,"SMITH, Alan ",Forward,37,22,1,8,2,0,4,3,0
,"THOMAS, Michael ",Midfielder,31,2,0,8,1,0,2,0,0
,"WINTERBURN, Nigel ",Full Back,38,0,0,8,0,0,4,0,0
,"YOUNG, Stuart ",Forward,0,0,0,0,0,0,0,0,0
