Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"BALDWIN, Tommy ",Forward,19,5,0,5,1,0,1,0,0
,"BIRCHENALL, Alan ",Midfielder,15,3,0,0,0,0,4,2,0
,"BONETTI, Peter ",Goalkeeper,36,0,0,8,0,0,4,0,0
,"BOYLE, John ",Midfielder,7,0,0,0,0,0,3,0,0
,"COCKS, Alan ",Forward,0,0,0,0,0,0,0,0,0
,"COOKE, Charlie ",Winger,35,4,0,6,0,0,3,1,0
,"DEMPSEY, John ",Central Defender,37,2,0,8,1,0,3,0,0
,"DOVEY, Alan ",Goalkeeper,0,0,0,0,0,0,0,0,0
,"HARRIS, Ron ",Central Defender,30,0,0,8,0,0,3,0,0
,"HINTON, Marvin ",Central Defender,28,0,0,2,0,0,4,0,0
,"HOLLINS, John ",Midfielder,42,6,0,8,1,0,4,0,0
,"HOUSEMAN, Peter ",Winger,42,3,0,8,6,0,4,0,0
,"HOUSTON, Stewart ",Full Back,6,0,0,0,0,0,1,0,0
,"HUDSON, Alan ",Midfielder,29,3,0,6,0,0,2,0,0
,"HUGHES, Tommy ",Goalkeeper,6,0,0,0,0,0,0,0,0
,"HUTCHINSON, Ian ",Forward,27,16,0,8,5,0,1,1,0
,"MASKELL, Mike ",Full Back,0,0,0,0,0,0,0,0,0
,"MCCREADIE, Eddie ",Full Back,30,0,0,8,0,0,2,0,0
,"MULLIGAN, Paddy ",Full Back,8,0,0,0,0,0,0,0,0
,"OSGOOD, Peter ",Forward,38,23,2,7,8,0,3,0,0
,"TAMBLING, Bobby ",Forward,7,0,0,0,0,0,0,0,0
,"WEBB, Dave ",Central Defender,35,4,0,8,3,0,3,0,0
