Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"BAILEY, Mike ",Midfielder,38,3,0,1,0,0,5,1,0
,"CLARKE, Derek ",Forward,1,0,0,0,0,0,0,0,0
,"CURRAN, Hugh ",Forward,38,20,2,0,0,0,7,3,0
,"DOUGAN, Derek ",Forward,26,8,0,1,0,0,6,2,0
,"FARRINGTON, John ",Winger,1,0,0,0,0,0,0,0,0
,"HOLSGROVE, John ",Central Defender,39,0,0,1,0,0,7,0,0
,"KENT, Mike ",Midfielder,1,0,0,0,0,0,0,0,0
,"KNOWLES, Peter ",Forward,8,3,0,0,0,0,1,0,0
,"LUTTON, Bertie ",Winger,16,1,0,0,0,0,4,0,0
,"MCALLE, John ",Central Defender,12,0,0,0,0,0,0,0,0
,"MCCALLIOG, Jim ",Midfielder,42,7,0,1,0,0,5,1,0
,"MUNRO, Frank ",Central Defender,33,1,0,0,0,0,7,0,0
,"NICHOLLS, Wayne ",Forward,0,0,0,0,0,0,0,0,0
,"O'GRADY, Mike ",Winger,20,4,0,1,0,0,1,0,0
,"OLDFIELD, John ",Goalkeeper,14,0,0,0,0,0,0,0,0
,"PARKES, Phil ",Goalkeeper,28,0,0,1,0,0,7,0,0
,"PARKIN, Derek ",Full Back,42,1,0,1,0,0,7,0,0
,"RICHARDS, John ",Forward,4,0,0,0,0,0,3,1,0
,"SHAW, Bernard ",Full Back,12,0,0,0,0,0,5,0,0
,"SPELMAN, Mike ",Midfielder,0,0,0,0,0,0,0,0,0
,"TAYLOR, Gerry ",Full Back,19,0,0,1,0,0,2,0,0
,"WAGSTAFFE, Dave ",Winger,31,2,0,1,0,0,7,1,0
,"WALKER, Paul ",Midfielder,17,0,0,0,0,0,4,0,0
,"WILSON, Les ",Full Back,30,4,0,1,0,0,3,1,0
,"WOODFIELD, David ",Central Defender,18,1,0,1,0,0,1,1,0
