Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"BARDSLEY, David ",Full Back,34,1,0,2,0,0,10,0,0
,"BRIGGS, Gary ",Central Defender,18,1,0,2,0,0,4,1,0
,"CATON, Tommy ",Central Defender,36,1,0,2,0,0,10,0,0
,"DENTON, Eddie ",Midfielder,2,0,0,0,0,0,0,0,0
,"DREYER, John ",Central Defender,35,0,0,1,0,0,10,0,0
,"FOYLE, Martin ",Forward,33,10,0,2,1,0,7,0,0
,"GREENALL, Colin ",Central Defender,12,0,0,0,0,0,0,0,0
,"HARDWICK, Steve ",Goalkeeper,4,0,0,2,0,0,0,0,0
,"HEBBERD, Trevor ",Midfielder,39,3,0,2,0,0,9,0,0
,"HILL, Richard ",Midfielder,24,3,0,2,0,0,7,0,0
,"HOUGHTON, Ray ",Midfielder,11,1,0,0,0,0,2,0,0
,"HUCKER, Peter ",Goalkeeper,27,0,0,0,0,0,6,0,0
,"JUDGE, Alan ",Goalkeeper,9,0,0,0,0,0,4,0,0
,"LANGAN, David ",Full Back,2,1,0,0,0,0,0,0,0
,"LEWORTHY, Dave ",Forward,0,0,0,0,0,0,1,0,0
,"MCDONAGH, James ",Central Defender,0,0,0,0,0,0,1,0,0
,"MUSTOE, Robbie ",Midfielder,17,0,0,0,0,0,1,0,0
,"NOGAN, Lee ",Forward,3,0,0,0,0,0,1,0,0
,"PHILLIPS, Les ",Midfielder,30,4,0,2,0,0,8,1,0
,"RECK, Sean ",Midfielder,2,0,0,0,0,0,0,0,0
,"RHOADES-BROWN, Peter ",Winger,31,2,0,2,1,0,9,0,0
,"SAUNDERS, Dean ",Forward,37,12,6,2,2,1,10,7,2
,"SHELTON, Gary ",Midfielder,32,0,0,2,0,0,9,2,0
,"SHOTTON, Malcolm ",Central Defender,1,0,0,0,0,0,0,0,0
,"SLATTER, Neil ",Full Back,16,3,0,0,0,0,5,0,0
,"TREWICK, John ",Midfielder,3,0,0,0,0,0,0,0,0
,"WHITEHURST, Billy ",Forward,20,2,0,1,0,0,6,0,0
,"WILLIAMS, Bobby ",Full Back,0,0,0,0,0,0,0,0,0
